@relation 'emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3123-Llast-weka.filters.unsupervised.attribute.Remove-R3122-3123-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'CO2 9' numeric
@attribute 'm15.0238 9' numeric
@attribute 'm31.0178 2' numeric
@attribute 'm31.0178 8' numeric
@attribute 'm33.0335 3' numeric
@attribute 'm33.0335 4' numeric
@attribute 'm33.0335 5' numeric
@attribute 'm33.0335 6' numeric
@attribute 'm34 5' numeric
@attribute 'm37.0227 4' numeric
@attribute 'm37.0227 9' numeric
@attribute 'm39 1' numeric
@attribute 'm39 8' numeric
@attribute 'm39 9' numeric
@attribute 'm44.0049 1' numeric
@attribute 'm44.9998 1' numeric
@attribute 'm44.9998 2' numeric
@attribute 'm45.0335 3' numeric
@attribute 'm45.9924 3' numeric
@attribute 'm45.9924 4' numeric
@attribute 'm45.9924 5' numeric
@attribute 'm47.0261 6' numeric
@attribute 'm47.0261 9' numeric
@attribute 'm51.0090 5' numeric
@attribute 'm51.0455 1' numeric
@attribute 'm57.0699 7' numeric
@attribute 'm58.0756 0' numeric
@attribute 'm59.9293 3' numeric
@attribute 'm61.0284 1' numeric
@attribute 'm62.9264 1' numeric
@attribute 'm62.9264 2' numeric
@attribute 'm62.9264 9' numeric
@attribute 'm62.9622 3' numeric
@attribute 'm63.0457 1' numeric
@attribute 'm63.0457 2' numeric
@attribute 'm64.9278 2' numeric
@attribute 'm64.9278 3' numeric
@attribute 'm65.0603 1' numeric
@attribute 'm65.0603 2' numeric
@attribute 'm68.9990 8' numeric
@attribute 'm68.9990 9' numeric
@attribute 'm73.0305 4' numeric
@attribute 'm75.0440 6' numeric
@attribute 'm75.0440 7' numeric
@attribute 'm77.0549 3' numeric
@attribute 'm80.9449 3' numeric
@attribute 'm80.9449 4' numeric
@attribute 'm80.9449 5' numeric
@attribute 'm80.9922 1' numeric
@attribute 'm85.1012 5' numeric
@attribute 'm87.0441 2' numeric
@attribute 'm87.0441 3' numeric
@attribute 'm87.0441 4' numeric
@attribute 'm87.0441 5' numeric
@attribute 'm89.0597 4' numeric
@attribute 'm89.0597 5' numeric
@attribute 'm93.0699 4' numeric
@attribute 'm93.0699 8' numeric
@attribute 'm96.9612 9' numeric
@attribute 'm97.0296 5' numeric
@attribute 'm97.1012 1' numeric
@attribute 'm120.9533 3' numeric
@attribute 'm121.0250 4' numeric
@attribute 'm122.1089 9' numeric
@attribute 'm125.1393 9' numeric
@attribute 'm129.1274 2' numeric
@attribute 'm148.9709 7' numeric
@attribute target {0,1}

@data
733.54,3.29353,21.2093,21.047,94.1023,93.0645,91.8885,93.3487,111.783,7194.18,7200.14,1688.79,1679.84,1695.66,4.88624,37.365,37.033,61.6902,9.45249,9.80664,8.70904,11.1425,11.5121,0.608995,1.13184,26.7184,1.2727,0.160292,51.9245,0.215711,0.093107,0.132673,0.111155,0.371833,0.412162,0.074436,0.092052,0.311958,0.306,-0.002907,-0.003356,2.14805,4.37717,4.17616,0.526301,0.018494,0.011589,0.067184,0.606796,1.16467,1.96,1.98148,1.7801,2.03191,2.28222,2.98084,21.1888,21.1937,0.045172,2.12483,1.48772,0.320004,0.200241,1.03564,0.261749,0.262444,0.345916,1
736.271,3.54338,21.1867,21.9907,93.0645,91.8885,93.3487,93.6345,111.413,7204.96,7168.08,1696.66,1695.66,1696.71,6.04107,37.033,37.725,61.7855,9.80664,8.70904,9.32409,11.6297,12.0693,0.534494,1.08823,26.5403,1.27367,0.26353,53.3814,0.093107,0.1327,0.127092,0.21584,0.412162,0.326678,0.092052,0.256854,0.306,0.482574,-0.003356,0.034721,1.7977,4.17616,4.56717,0.454854,0.011589,0.067184,-0.0096,0.694058,1.27647,1.98148,1.7801,2.03191,1.97057,2.98084,2.94721,22.2847,22.5027,0.1302,1.98031,1.55401,0.144476,0.126308,1.01308,0.377796,0.236388,0.433404,0
747.346,3.51808,21.2339,21.8005,91.8885,93.3487,93.6345,91.5422,111.219,7201.85,7163.88,1694.6,1696.71,1729.7,5.53814,37.725,37.3192,61.8924,8.70904,9.32409,9.83164,11.4127,11.6784,0.61499,0.932856,26.9406,1.29979,0.169723,53.4509,0.1327,0.288795,0.305672,0.106696,0.326678,0.481338,0.256854,0.036892,0.482574,0.519518,0.034721,0.012655,2.19744,4.56717,3.76877,0.52497,0.067184,-0.0096,-0.002945,0.687885,1.28454,1.7801,2.03191,1.97057,1.9075,2.94721,2.49099,21.1933,21.4258,0.118007,1.99679,1.40559,0.07513,0.170701,1.01317,0.201371,0.248932,0.409337,0
753.777,3.31001,21.6728,21.494,93.3487,93.6345,91.5422,93.6854,111.489,7202.28,7177.57,1698.39,1729.7,1716.56,5.02326,37.3192,35.7223,61.5522,9.32409,9.83164,9.12587,11.5121,12.7156,0.660201,1.03247,26.0397,1.42882,0.194864,51.2655,0.288795,0.203708,0.142261,0.090123,0.481338,0.286168,0.036892,0.100077,0.519518,0.436724,0.012655,0.025797,2.0018,3.76877,3.93227,0.319578,-0.0096,-0.002945,0.091029,0.730388,0.991772,2.03191,1.97057,1.9075,2.00209,2.49099,2.58962,21.4483,21.5544,0.132093,1.85523,1.50664,0.231238,0.041329,1.04218,0.233747,0.291148,0.393086,0
755.003,3.68449,21.4004,21.1473,93.6345,91.5422,93.6854,92.1917,109.822,7216.98,7203.66,1681.53,1716.56,1713.26,4.99593,35.7223,36.7406,61.3551,9.83164,9.12587,9.38304,12.0693,13.4316,0.610937,1.15674,25.695,1.56899,0.104405,57.4284,0.203708,0.121097,0.160064,0.178405,0.286168,0.436667,0.100077,0.221709,0.436724,0.468253,0.025797,0.003549,2.07841,3.93227,3.97233,0.318028,-0.002945,0.091029,0.00619,0.739395,1.12456,1.97057,1.9075,2.00209,2.28692,2.58962,2.12031,21.1937,21.5053,0.123763,1.86054,1.35523,0.181457,0.041345,1.00874,0.329139,0.276572,0.453487,0
769.927,3.09837,25.7497,23.1224,91.5478,91.7667,91.2617,89.9548,109.419,7145.45,7203.3,1707.45,1696.89,1723.28,5.37644,37.4175,38.2152,84.293,9.03944,8.87897,9.83647,11.131,11.644,0.741845,1.27833,25.9795,1.35066,0.127801,51.6552,0.085392,0.127549,0.115825,0.105731,0.266765,0.293742,0.080362,0.0739,1.93657,1.73165,0.01284,0.021475,2.0124,4.00491,4.39365,0.543116,0.003707,0.003511,0.00488,0.646295,0.947131,2.21765,2.08617,2.40077,1.93629,2.33511,2.35298,22.12,22.0607,0.173963,2.25435,1.61026,0.26204,0.170436,1.02496,0.279747,0.306611,0.401414,0
753.983,3.10129,22.3758,22.4912,90.4582,90.0454,90.4005,88.1537,110.416,7238.76,7181.2,1681.31,1696.83,1704.31,5.517,37.6202,35.1838,71.7401,8.80678,9.65616,9.24334,10.9981,12.1161,0.596174,1.11513,25.8031,1.38888,0.194587,51.6337,0.072307,0.230502,0.29924,0.131636,0.209737,0.505123,0.054561,0.18046,0.905007,0.853773,0.05234,0.096581,2.15645,4.30654,4.09844,0.49791,0.092564,0.026395,0.011808,0.796635,1.22071,2.18493,2.14969,1.82509,2.25894,2.04318,2.07057,22.4864,21.7545,0.158185,2.15882,1.36146,0.27941,0.104197,1.04665,0.240354,0.292458,0.431532,0
756.409,3.43811,22.6039,22.2488,90.0454,90.4005,88.1537,90.1483,111.407,7208.09,7149.97,1706.54,1704.31,1707.82,5.73276,35.1838,36.1255,72.1235,9.65616,9.24334,9.33744,11.135,12.0636,0.68363,1.12626,25.8249,1.39745,0.190517,50.9659,0.230502,0.284819,0.101624,0.152727,0.505123,0.511476,0.18046,0.241519,0.853773,0.968063,0.096581,0.015319,1.95347,4.09844,4.45254,0.568782,0.026395,0.011808,0.017852,0.694633,1.11687,2.14969,1.82509,2.25894,2.05325,2.07057,2.05472,21.9218,21.3465,0.072376,2.32162,1.42037,0.160244,0.067895,0.904838,0.222657,0.335774,0.402071,0
758.038,3.08402,22.7069,22.0131,90.4005,88.1537,90.1483,90.9351,110.461,7174.26,7148.65,1688.84,1707.82,1687.41,5.04113,36.1255,36.1594,71.3393,9.24334,9.33744,8.96182,11.9747,10.9753,0.701286,1.09404,25.8879,1.50017,0.165484,50.8531,0.284819,0.349339,0.290293,0.149908,0.511476,0.400041,0.241519,0.13692,0.968063,1.10186,0.015319,-0.004402,1.9484,4.45254,4.34367,0.379766,0.011808,0.017852,0.108572,0.793884,1.06279,1.82509,2.25894,2.05325,2.1379,2.05472,2.2356,21.0088,21.4302,0.224382,2.45059,1.36901,0.166795,0.167153,0.998151,0.274056,0.325329,0.435815,0
758.634,3.35022,23.0518,23.0249,88.1537,90.1483,90.9351,90.2418,110.768,7180.75,7203.82,1679.41,1687.41,1684.19,5.14346,36.1594,36.1687,70.6183,9.33744,8.96182,9.0986,12.1161,11.1978,0.68978,0.943669,26.5027,1.37885,0.11382,50.3878,0.349339,0.300479,0.170742,0.158025,0.400041,0.388673,0.13692,0.188366,1.10186,1.00019,-0.004402,0.068145,2.20455,4.34367,4.38991,0.494325,0.017852,0.108572,0.043665,0.625548,1.19593,2.25894,2.05325,2.1379,2.38083,2.2356,2.35346,21.2323,20.8822,0.085979,2.37712,1.50394,0.170337,0.112929,0.859317,0.263938,0.216531,0.478486,0
759.97,3.71221,22.4703,22.8928,90.1483,90.9351,90.2418,89.8821,109.912,7178.91,7166.93,1699.6,1684.19,1722.91,4.97308,36.1687,37.3704,70.472,8.96182,9.0986,9.51504,12.0636,11.153,0.679464,1.20863,26.2887,1.3412,0.152999,50.8291,0.300479,0.343499,0.253176,0.096714,0.388673,0.497027,0.188366,0.070865,1.00019,0.98754,0.068145,0.11696,2.29687,4.38991,4.02262,0.325556,0.108572,0.043665,0.067933,0.617401,0.946058,2.05325,2.1379,2.38083,2.14523,2.35346,2.18206,21.7545,22.1132,0.058796,1.97065,1.63684,0.151454,0.201105,0.995999,0.217625,0.269697,0.387895,0
760.781,3.06185,21.9837,22.0843,90.9351,90.2418,89.8821,89.4378,109.112,7181.2,7185.33,1695.61,1722.91,1710.69,5.28162,37.3704,36.3284,69.4822,9.0986,9.51504,8.90596,10.9753,12.1162,0.726843,1.16562,25.5754,1.50433,0.076268,50.815,0.343499,0.171627,0.064087,0.103027,0.497027,0.325921,0.070865,0.121402,0.98754,0.829249,0.11696,0.019672,1.91819,4.02262,4.4721,0.430983,0.043665,0.067933,0.167623,0.656126,1.01392,2.1379,2.38083,2.14523,2.29485,2.18206,2.05667,21.3465,20.8008,0.140162,2.2727,1.54735,0.092329,0.218334,0.984942,0.205016,0.269834,0.5296,0
762.483,3.36071,22.4912,22.3078,90.2418,89.8821,89.4378,89.2806,109.946,7149.97,7175.59,1695.54,1710.69,1704.11,4.99647,36.3284,37.1609,70.9436,9.51504,8.90596,9.00607,11.1978,11.1993,0.514068,0.929932,25.465,1.31053,0.284352,51.2021,0.171627,0.2292,0.143223,0.136064,0.325921,0.514915,0.121402,0.189722,0.829249,0.946558,0.019672,0.007717,2.03105,4.4721,4.23308,0.581343,0.067933,0.167623,0.083595,0.704301,1.09683,2.38083,2.14523,2.29485,2.00084,2.05667,2.13605,21.4302,21.707,0.112179,2.109,1.54811,0.073147,0.136801,0.907223,0.290284,0.253853,0.534691,0
763.988,3.49767,22.2488,22.8313,89.8821,89.4378,89.2806,87.7692,112.468,7148.65,7157.31,1696.83,1704.11,1679.55,5.02594,37.1609,36.9972,69.7737,8.90596,9.00607,9.29836,11.153,10.7202,0.545693,1.08171,25.3565,1.37931,0.104589,50.9483,0.2292,0.29924,0.101561,0.125344,0.514915,0.528151,0.189722,0.186582,0.946558,1.03403,0.007717,0.004853,2.38546,4.23308,4.40374,0.623913,0.167623,0.083595,0.009906,0.88614,1.13386,2.14523,2.29485,2.00084,2.02044,2.13605,2.13869,20.8822,21.8878,0.118029,1.99217,1.58935,0.203116,0.152102,0.963478,0.302147,0.223433,0.524485,0
763.558,2.83444,22.0131,22.0812,89.4378,89.2806,87.7692,89.658,109.944,7203.82,7168.67,1704.31,1679.55,1682.16,4.44786,36.9972,35.3573,69.1651,9.00607,9.29836,9.37164,12.1162,11.5452,0.830146,0.954324,26.2564,1.50568,0.264123,51.1846,0.29924,0.101624,0.225865,0.132088,0.528151,0.248583,0.186582,0.156398,1.03403,1.11092,0.004853,0.009705,2.14531,4.40374,4.2135,0.389003,0.083595,0.009906,0.029325,0.718881,1.17557,2.29485,2.00084,2.02044,2.22337,2.13869,2.11736,22.1132,21.1796,0.131989,2.20914,1.52875,0.165416,0.100155,0.900077,0.299988,0.30736,0.423571,1
764.074,2.68695,23.0249,21.9894,89.2806,87.7692,89.658,88.7497,108.999,7166.93,7153.88,1707.82,1682.16,1708.38,5.40881,35.3573,36.7208,70.885,9.29836,9.37164,9.09414,11.1993,11.7043,0.668129,0.950135,25.6448,1.2426,0.094623,50.8971,0.101624,0.290293,0.183424,0.062703,0.248583,0.408265,0.156398,0.061282,1.11092,0.774855,0.009705,0.070211,1.90896,4.2135,4.44518,0.309219,0.009906,0.029325,0.035648,0.569237,1.15407,2.00084,2.02044,2.22337,2.01765,2.11736,2.52049,20.8008,20.6647,0.140678,2.11609,1.56467,0.177142,0.062293,0.912809,0.167282,0.242403,0.456894,1
762.553,3.33889,21.1618,21.4304,87.3274,86.3214,87.3492,87.9105,111.246,7141.94,7187.54,1685.41,1700.31,1719.22,5.30719,37.232,37.8502,65.7065,9.48853,9.07543,9.28155,12.2079,11.4325,0.730882,1.07567,25.6355,1.46094,0.198999,49.761,0.279559,0.241418,0.225615,0.210776,0.437496,0.463513,0.12499,0.208775,0.753499,0.675164,0.066482,0.019116,2.13769,4.28556,4.23533,0.347717,0.038592,-0.003915,0.062324,0.531843,1.29371,2.11886,2.21663,1.90745,1.99196,2.16264,2.37219,21.7436,21.6888,0.206931,2.0199,1.46782,0.13808,0.136709,1.12649,0.221151,0.276037,0.500638,0
762.735,3.48716,22.0201,22.0524,86.3214,87.3492,87.9105,88.2698,111.347,7178.96,7186.03,1713.83,1719.22,1696.81,4.93049,37.8502,36.2299,66.7163,9.07543,9.28155,9.03093,11.7823,12.0488,0.678588,1.08173,25.6735,1.44409,0.236669,50.4639,0.241418,0.291197,0.045518,0.136752,0.463513,0.505777,0.208775,0.080773,0.675164,0.851425,0.019116,0.091031,2.08078,4.23533,3.82523,0.467105,-0.003915,0.062324,0.096626,0.743064,1.12831,2.21663,1.90745,1.99196,2.06019,2.37219,2.01229,21.2225,21.8417,0.12328,2.19229,1.43951,0.228639,0.137945,0.913829,0.265492,0.295893,0.45854,0
762.322,3.38593,21.4457,21.2641,87.3492,87.9105,88.2698,85.3394,110.268,7201.14,7190.33,1688.11,1696.81,1703.01,5.20019,36.2299,36.3558,68.117,9.28155,9.03093,8.90325,11.7144,12.0789,0.779946,1.10147,25.3603,1.12472,0.183566,50.3072,0.291197,0.331959,0.25751,0.134563,0.505777,0.481923,0.080773,0.0542,0.851425,0.673277,0.091031,0.006736,2.00881,3.82523,4.19173,0.496761,0.062324,0.096626,0.051514,0.608984,1.05573,1.90745,1.99196,2.06019,2.04278,2.01229,2.0422,20.7476,21.0012,0.112344,2.07962,1.50248,0.134486,0.100424,1.0939,0.300644,0.268885,0.450672,0
763.265,3.46396,21.8602,21.4922,87.9105,88.2698,85.3394,88.4558,109.457,7194.1,7166.45,1692.01,1703.01,1698.65,5.46367,36.3558,37.91,65.6076,9.03093,8.90325,9.08623,11.4325,11.5732,0.674465,1.07343,25.941,1.27209,0.106411,49.5015,0.331959,0.230551,0.230202,0.191385,0.481923,0.479001,0.0542,0.127192,0.673277,0.766647,0.006736,-0.014771,2.09016,4.19173,3.94681,0.427424,0.096626,0.051514,0.000087,0.601643,1.24672,1.99196,2.06019,2.04278,2.17379,2.0422,2.04153,20.822,20.1891,0.098847,1.68321,1.49505,0.067082,0.222543,1.11203,0.316196,0.182074,0.491778,0
765.689,2.87502,20.7793,21.2733,88.2698,85.3394,88.4558,87.3253,107.548,7147.04,7140.16,1710.72,1698.65,1687.57,4.65928,37.91,38.5198,65.4119,8.90325,9.08623,9.30974,12.0488,10.9176,0.651198,1.09532,26.0931,1.50873,0.145011,50.8469,0.230551,0.356841,0.336537,0.130167,0.479001,0.391511,0.127192,0.132203,0.766647,0.791077,-0.014771,-0.002166,1.88522,3.94681,4.41633,0.436054,0.051514,0.000087,0.046263,0.641322,0.916816,2.06019,2.04278,2.17379,2.05532,2.04153,2.06122,21.6888,21.6071,0.056353,2.17556,1.43196,0.265157,0.121819,0.969597,0.235762,0.270271,0.471593,1
766.6,3.127,21.8231,20.4928,85.3394,88.4558,87.3253,87.1075,108.934,7187.54,7192.2,1686.05,1687.57,1695.53,5.23445,38.5198,37.5177,66.5119,9.08623,9.30974,8.99303,12.0789,11.8577,0.544524,0.914429,24.3912,1.36295,0.065252,49.1596,0.356841,0.351065,0.127834,0.146679,0.391511,0.448606,0.132203,0.118278,0.791077,0.564811,-0.002166,0.133862,1.96174,4.41633,4.25806,0.427936,0.000087,0.046263,0.111537,0.523241,1.08905,2.04278,2.17379,2.05532,2.29487,2.06122,2.11723,21.8417,20.9696,0.1536,2.02363,1.5115,0.149448,0.127557,0.923687,0.243462,0.223113,0.430209,1
766.938,3.30441,21.4304,20.8753,88.4558,87.3253,87.1075,86.8341,112.066,7186.03,7180.32,1708.95,1695.53,1708.58,5.46159,37.5177,37.4955,64.4462,9.30974,8.99303,9.27385,11.5732,11.2364,0.674915,0.942525,25.1091,1.70242,0.231013,49.7897,0.351065,0.269542,0.125512,0.181651,0.448606,0.407117,0.118278,0.089821,0.564811,0.676089,0.133862,0.012473,2.04245,4.25806,4.42484,0.39451,0.046263,0.111537,0.119154,0.672679,1.10775,2.17379,2.05532,2.29487,2.12458,2.11723,2.16569,21.0012,21.1518,0.217885,2.03963,1.56689,0.225397,0.1032,0.91553,0.384189,0.302513,0.458986,0
766.461,3.58214,22.0524,21.386,87.3253,87.1075,86.8341,86.3871,108.82,7190.33,7208.92,1700.31,1708.58,1677.34,5.5029,37.4955,37.2738,65.1776,8.99303,9.27385,9.2684,10.9176,10.8095,0.586146,0.956932,25.575,1.24474,0.224258,50.6017,0.269542,0.225615,0.168886,0.0656,0.407117,0.393768,0.089821,0.172351,0.676089,0.620983,0.012473,0.031977,1.97979,4.42484,4.29149,0.433685,0.111537,0.119154,0.11184,0.633427,1.06931,2.05532,2.29487,2.12458,2.29237,2.16569,2.333,20.1891,21.4434,0.026102,1.85687,1.45786,0.22294,0.112886,0.935511,0.231611,0.293328,0.529136,0
765.269,3.21841,21.2641,21.6306,87.1075,86.8341,86.3871,86.2687,108.834,7166.45,7216.81,1719.22,1677.34,1671.8,5.3098,37.2738,37.5116,66.7653,9.27385,9.2684,9.27831,11.8577,12.4802,0.599576,0.974401,25.1765,1.48629,0.220324,50.0418,0.225615,0.045518,0.338662,0.099422,0.393768,0.185704,0.172351,0.241554,0.620983,0.847127,0.031977,0.034886,1.70523,4.29149,4.40312,0.366122,0.119154,0.11184,0.115235,0.611328,0.986425,2.29487,2.12458,2.29237,2.17917,2.333,2.17182,21.6071,21.2636,0.150006,1.91572,1.45707,0.212865,0.086609,0.824812,0.298591,0.314303,0.360286,0
765.207,3.13593,21.4922,21.6074,86.8341,86.3871,86.2687,85.6167,111.684,7140.16,7125.4,1696.81,1671.8,1704.45,5.20476,37.5116,37.7091,65.8111,9.2684,9.27831,9.30568,11.2364,10.7374,0.672851,1.20465,25.4603,1.36365,0.100857,49.9998,0.045518,0.25751,0.302788,0.182091,0.185704,0.453676,0.241554,0.181327,0.847127,0.763682,0.034886,0.004767,2.23202,4.40312,4.28335,0.428369,0.11184,0.115235,0.013682,0.671641,1.0211,2.12458,2.29237,2.17917,1.88853,2.17182,2.25611,20.9696,20.6506,0.121089,2.20728,1.45532,0.188512,0.104364,0.958673,0.259407,0.287985,0.386339,0
765.677,2.97761,21.2733,20.91,86.3871,86.2687,85.6167,88.1632,109.915,7192.2,7186.24,1703.01,1704.45,1718.66,4.96677,37.7091,36.4938,65.4322,9.27831,9.30568,8.72512,10.8095,11.3467,0.632095,1.01447,25.1429,1.41174,0.066451,50.2139,0.25751,0.230202,0.227224,0.224866,0.453676,0.427783,0.181327,0.080318,0.763682,0.870983,0.004767,0.051095,1.94105,4.28335,4.5806,0.340669,0.115235,0.013682,-0.004925,0.733657,0.976037,2.29237,2.17917,1.88853,2.00406,2.25611,2.19039,21.1518,20.3139,0.210477,2.21904,1.67583,0.115342,0.076166,0.959338,0.26708,0.192164,0.446253,0
766.232,2.96293,20.4928,21.7128,86.2687,85.6167,88.1632,87.222,111.038,7180.32,7146.2,1698.65,1718.66,1687.45,5.17013,36.4938,37.8046,64.7873,9.30568,8.72512,9.25566,12.4802,11.0564,0.644294,1.0305,25.2372,1.39521,0.266297,49.7692,0.230202,0.336537,0.221814,0.115295,0.427783,0.388294,0.080318,0.12786,0.870983,0.685332,0.051095,0.092816,2.04772,4.5806,4.29173,0.472255,0.013682,-0.004925,0.01866,0.772717,1.25635,2.17917,1.88853,2.00406,2.13281,2.19039,2.23979,21.4434,20.5526,0.21872,1.88422,1.45293,0.212374,0.065132,0.850851,0.280559,0.318474,0.393093,0
766.043,3.49316,20.8753,20.8782,85.6167,88.1632,87.222,86.1959,110.055,7208.92,7186.12,1687.57,1687.45,1702.61,5.66957,37.8046,36.688,64.8567,8.72512,9.25566,8.92277,10.7374,12.0386,0.581013,0.872666,25.1966,1.2948,0.188707,49.997,0.336537,0.127834,0.321815,0.079344,0.388294,0.497887,0.12786,0.213554,0.685332,0.674773,0.092816,0.130611,2.18123,4.29173,4.35887,0.379969,-0.004925,0.01866,0.020443,0.676828,1.04736,1.88853,2.00406,2.13281,2.42355,2.23979,2.21322,21.2636,21.2894,0.221011,2.08563,1.48323,0.175042,0.180541,0.842751,0.236352,0.353714,0.495948,0
763.093,3.34164,22.3519,20.6083,85.3216,85.6052,86.4369,84.9946,109.197,7186.18,7179.21,1705.05,1701.5,1693.57,5.0106,36.8291,38.215,64.3306,9.10262,9.76496,9.0895,11.9442,11.3041,0.741893,0.999692,25.7246,1.34231,0.212526,50.4465,0.283473,0.219119,0.152004,0.130618,0.541159,0.51752,0.14032,0.045199,0.613701,0.712038,0.021824,0.013956,1.76575,3.85047,4.29959,0.361256,0.135753,0.011767,0.093268,0.603476,1.08124,2.00799,2.04058,1.99788,2.17437,2.08945,1.80763,19.8537,21.0621,0.016125,1.75592,1.34861,0.186349,0.150754,0.883791,0.344461,0.429858,0.392693,1
762.577,2.80923,21.37,20.6046,85.6052,86.4369,84.9946,84.9786,108.615,7147.77,7203.74,1690.67,1693.57,1675.06,5.27223,38.215,37.8509,63.4746,9.76496,9.0895,9.60905,11.9549,12.2694,0.620324,0.740338,25.0831,1.28962,0.172246,49.429,0.219119,0.244198,0.154925,0.132033,0.51752,0.592047,0.045199,0.286881,0.712038,0.5199,0.013956,0.004371,1.97631,4.29959,4.23955,0.278412,0.011767,0.093268,0.091853,0.637304,0.956434,2.04058,1.99788,2.17437,2.03247,1.80763,2.26477,21.1613,20.5562,0.086828,1.93139,1.48908,0.076869,0.067667,0.898746,0.233706,0.25017,0.437698,1
761.605,3.38795,20.8036,20.1228,86.4369,84.9946,84.9786,84.9328,107.296,7189.85,7191.83,1683.2,1675.06,1671.22,5.14479,37.8509,36.6047,63.6256,9.0895,9.60905,9.14816,11.819,12.596,0.652928,1.04646,25.3823,1.23132,0.162445,50.4887,0.244198,0.115031,0.325188,0.150692,0.592047,0.368392,0.286881,0.149501,0.5199,0.691653,0.004371,0.047764,1.93364,4.23955,4.36938,0.572924,0.093268,0.091853,-0.01002,0.602693,0.997943,1.99788,2.17437,2.03247,2.03085,2.26477,1.94402,20.5506,21.483,0.10079,2.22316,1.44554,0.092392,0.140779,0.838946,0.31621,0.283976,0.486467,0
761.719,3.08253,21.2883,21.5008,84.9946,84.9786,84.9328,84.0834,109.407,7139.09,7186.99,1725.16,1671.22,1713.49,5.14118,36.6047,37.1483,64.273,9.60905,9.14816,8.86492,11.3041,10.9623,0.720985,1.00721,25.2745,1.16738,0.077771,51.0393,0.115031,0.26027,0.262243,0.127427,0.368392,0.347713,0.149501,0.103484,0.691653,0.788303,0.047764,0.024226,2.19566,4.36938,4.03148,0.355726,0.091853,-0.01002,0.074468,0.62877,0.993474,2.17437,2.03247,2.03085,2.20441,1.94402,2.09122,20.8352,20.8666,0.03144,2.04724,1.60109,0.144649,0.151066,0.842988,0.404398,0.284575,0.360157,0
762.483,3.37923,22.0178,21.1472,84.9786,84.9328,84.0834,85.8897,109.468,7177.3,7174.66,1716.48,1713.49,1700.82,4.96589,37.1483,36.3671,62.487,9.14816,8.86492,9.13336,12.2694,11.7471,0.624667,1.05863,25.573,1.5764,0.256175,49.6555,0.26027,0.159158,0.248275,0.075864,0.347713,0.368623,0.103484,0.125932,0.788303,0.618391,0.024226,0.111221,1.85989,4.03148,4.12058,0.362819,-0.01002,0.074468,-0.003747,0.760866,0.985894,2.03247,2.03085,2.20441,2.20231,2.09122,2.15707,21.0621,20.7759,0.297427,2.15223,1.66732,0.190033,0.097562,0.955084,0.318655,0.218089,0.427125,0
762.902,2.86709,21.1744,20.9671,84.9328,84.0834,85.8897,84.6513,111.876,7179.21,7164.47,1697.65,1700.82,1701.3,5.16432,36.3671,36.7715,64.8145,8.86492,9.13336,9.07078,12.596,10.9397,0.877175,1.0193,25.1174,1.33834,0.136286,50.9186,0.159158,0.130466,0.128819,0.123795,0.368623,0.418371,0.125932,0.124899,0.618391,0.538465,0.111221,0.085762,2.05435,4.12058,4.30992,0.608157,0.074468,-0.003747,-0.012796,0.634186,0.966013,2.03085,2.20441,2.20231,2.06506,2.15707,2.19817,20.5562,21.028,0.045972,1.99958,1.63255,0.227495,0.132382,0.794382,0.314419,0.294951,0.457404,0
762.574,2.98433,20.6083,21.34,84.0834,85.8897,84.6513,85.5714,109.628,7203.74,7179.4,1698.09,1701.3,1708.99,5.61193,36.7715,36.708,63.7794,9.13336,9.07078,9.339,10.9623,11.8025,0.811966,1.13,24.5096,1.45638,0.327561,49.5369,0.130466,0.103937,0.240558,0.076929,0.418371,0.282846,0.124899,0.116647,0.538465,0.62004,0.085762,0.012641,2.08173,4.30992,4.34675,0.489227,-0.003747,-0.012796,0.003422,0.685619,0.877507,2.20441,2.20231,2.06506,2.10548,2.19817,2.11045,21.483,20.405,0.068464,2.2169,1.37971,0.127691,0.152671,0.932089,0.313063,0.308268,0.360773,0
761.893,3.20197,20.6046,20.8029,85.8897,84.6513,85.5714,84.5794,111.212,7191.83,7173.85,1701.5,1708.99,1703.73,5.26335,36.708,36.8317,63.835,9.07078,9.339,9.10516,11.7471,12.3044,0.677993,1.04948,25.1434,1.39634,0.192101,49.7365,0.103937,0.152004,0.048715,0.070521,0.282846,0.278618,0.116647,0.311806,0.62004,0.683324,0.012641,0.009341,2.15031,4.34675,4.07004,0.389081,-0.012796,0.003422,0.081514,0.615577,1.0095,2.20231,2.06506,2.10548,2.21189,2.11045,2.0727,20.8666,21.126,0.184872,1.76536,1.46268,0.144748,0.059324,0.967799,0.277202,0.276757,0.395432,0
