@relation 'emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3123-Llast-weka.filters.unsupervised.attribute.Remove-R3122-3123-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'CO2 9' numeric
@attribute 'm15.0238 9' numeric
@attribute 'm31.0178 2' numeric
@attribute 'm31.0178 8' numeric
@attribute 'm33.0335 3' numeric
@attribute 'm33.0335 4' numeric
@attribute 'm33.0335 5' numeric
@attribute 'm33.0335 6' numeric
@attribute 'm34 5' numeric
@attribute 'm37.0227 4' numeric
@attribute 'm37.0227 9' numeric
@attribute 'm39 1' numeric
@attribute 'm39 8' numeric
@attribute 'm39 9' numeric
@attribute 'm44.0049 1' numeric
@attribute 'm44.9998 1' numeric
@attribute 'm44.9998 2' numeric
@attribute 'm45.0335 3' numeric
@attribute 'm45.9924 3' numeric
@attribute 'm45.9924 4' numeric
@attribute 'm45.9924 5' numeric
@attribute 'm47.0261 6' numeric
@attribute 'm47.0261 9' numeric
@attribute 'm51.0090 5' numeric
@attribute 'm51.0455 1' numeric
@attribute 'm57.0699 7' numeric
@attribute 'm58.0756 0' numeric
@attribute 'm59.9293 3' numeric
@attribute 'm61.0284 1' numeric
@attribute 'm62.9264 1' numeric
@attribute 'm62.9264 2' numeric
@attribute 'm62.9264 9' numeric
@attribute 'm62.9622 3' numeric
@attribute 'm63.0457 1' numeric
@attribute 'm63.0457 2' numeric
@attribute 'm64.9278 2' numeric
@attribute 'm64.9278 3' numeric
@attribute 'm65.0603 1' numeric
@attribute 'm65.0603 2' numeric
@attribute 'm68.9990 8' numeric
@attribute 'm68.9990 9' numeric
@attribute 'm73.0305 4' numeric
@attribute 'm75.0440 6' numeric
@attribute 'm75.0440 7' numeric
@attribute 'm77.0549 3' numeric
@attribute 'm80.9449 3' numeric
@attribute 'm80.9449 4' numeric
@attribute 'm80.9449 5' numeric
@attribute 'm80.9922 1' numeric
@attribute 'm85.1012 5' numeric
@attribute 'm87.0441 2' numeric
@attribute 'm87.0441 3' numeric
@attribute 'm87.0441 4' numeric
@attribute 'm87.0441 5' numeric
@attribute 'm89.0597 4' numeric
@attribute 'm89.0597 5' numeric
@attribute 'm93.0699 4' numeric
@attribute 'm93.0699 8' numeric
@attribute 'm96.9612 9' numeric
@attribute 'm97.0296 5' numeric
@attribute 'm97.1012 1' numeric
@attribute 'm120.9533 3' numeric
@attribute 'm121.0250 4' numeric
@attribute 'm122.1089 9' numeric
@attribute 'm125.1393 9' numeric
@attribute 'm129.1274 2' numeric
@attribute 'm148.9709 7' numeric
@attribute target {0,1}

@data
769.162,3.20215,20.6344,20.3493,82.3433,81.8022,80.7524,82.1515,110.576,7181.59,7179.43,1694.5,1695.51,1676.56,5.05237,37.3677,36.7741,59.8435,9.38772,9.10328,9.21158,11.5718,11.3099,0.535694,1.10775,24.4591,1.45873,0.135722,49.3513,0.165739,0.125495,0.106995,0.119763,0.418689,0.387796,0.055813,0.276507,0.587451,0.503794,0.026973,0.040069,2.10713,4.6229,4.38848,0.48818,0.004755,0.034238,0.052573,0.597235,0.993898,1.92235,2.03689,1.8204,1.93181,1.95508,1.96664,20.4541,20.2475,0.106761,1.88149,1.66911,0.180363,0.064205,1.02479,0.316202,0.283292,0.432474,0
767.837,3.23895,20.805,21.4285,81.8022,80.7524,82.1515,80.8897,108.897,7194.09,7184.49,1705.72,1676.56,1698.31,4.88713,36.7741,37.5344,59.5133,9.10328,9.21158,8.74098,11.4428,12.0087,0.625072,0.914209,25.594,1.23807,0.244036,49.2038,0.125495,0.114126,0.135871,0.068291,0.387796,0.351069,0.276507,0.146104,0.503794,0.512793,0.040069,0.068456,2.28199,4.38848,4.41666,0.313185,0.034238,0.052573,0.101373,0.68727,1.28837,2.03689,1.8204,1.93181,2.05381,1.96664,2.02437,21.0069,20.687,0.092627,1.8986,1.53759,0.156345,0.128575,0.801639,0.201859,0.19906,0.419948,0
766.908,2.72118,20.3946,20.2382,80.7524,82.1515,80.8897,81.1454,108.455,7214.98,7161.08,1687.3,1698.31,1694.12,5.25811,37.5344,37.7713,59.1291,9.21158,8.74098,9.63686,12.1325,10.5645,0.710737,0.845543,25.1846,1.52848,0.231789,48.7994,0.114126,0.222133,0.111044,0.135648,0.351069,0.392549,0.146104,0.145062,0.512793,0.496922,0.068456,0.01368,2.12394,4.41666,4.60649,0.390576,0.052573,0.101373,0.094798,0.624061,1.16144,1.8204,1.93181,2.05381,1.88923,2.02437,1.73564,20.9096,20.7642,0.081076,1.88526,1.33833,0.091529,0.146602,0.942778,0.34171,0.287303,0.470404,0
767.419,2.80486,21.0349,19.8527,82.1515,80.8897,81.1454,82.0753,109.877,7184.47,7161.42,1669.69,1694.12,1703.48,5.15336,37.7713,38.071,60.025,8.74098,9.63686,9.39252,11.3099,12.0669,0.645008,0.989222,24.415,1.43833,0.163818,49.3175,0.222133,0.049682,0.124955,0.035632,0.392549,0.286263,0.145062,0.114394,0.496922,0.432067,0.01368,-0.001649,1.94927,4.60649,4.14673,0.313756,0.101373,0.094798,0.0167,0.563099,1.04188,1.93181,2.05381,1.88923,2.05193,1.73564,2.08272,21.1506,19.9814,0.127337,1.95871,1.36758,0.039907,0.181568,0.878633,0.305581,0.314152,0.422479,0
768.34,2.97741,21.3783,20.4899,80.8897,81.1454,82.0753,78.7021,107.559,7178.77,7244.37,1705.97,1703.48,1694.16,4.77948,38.071,37.6276,59.14,9.63686,9.39252,8.69859,12.0087,11.7681,0.580693,0.903913,24.7397,1.21277,0.140631,49.1707,0.049682,0.104596,0.171845,0.109968,0.286263,0.277798,0.114394,0.07256,0.432067,0.499539,-0.001649,0.01904,1.82514,4.14673,4.15195,0.359025,0.094798,0.0167,-0.0028,0.501107,1.08674,2.05381,1.88923,2.05193,1.93455,2.08272,1.94146,20.2475,20.9015,0.020292,1.88257,1.34501,0.130906,0.143654,0.986469,0.200331,0.281342,0.384609,1
769.287,3.21618,20.8299,20.25,81.1454,82.0753,78.7021,80.1162,108.435,7179.43,7171.3,1702.22,1694.16,1693.93,5.2845,37.6276,37.9972,58.6067,9.39252,8.69859,8.78166,10.5645,11.8574,0.564984,0.9292,24.9129,1.29564,0.13822,48.9166,0.104596,0.138804,0.045265,0.100192,0.277798,0.242308,0.07256,0.132021,0.499539,0.573092,0.01904,0.031767,2.00498,4.15195,4.53763,0.316032,0.0167,-0.0028,0.01088,0.607017,1.03008,1.88923,2.05193,1.93455,1.87823,1.94146,1.92169,20.687,20.3117,0.050577,2.07277,1.4827,0.110778,0.057805,0.999072,0.308446,0.277595,0.414084,1
768.935,2.95883,20.3493,20.4073,82.0753,78.7021,80.1162,80.9243,109.143,7184.49,7205.14,1679.46,1693.93,1700.29,5.04056,37.9972,37.5772,60.3102,8.69859,8.78166,8.68607,12.0669,12.0743,0.768064,0.71714,24.5608,1.38194,0.353089,48.2209,0.138804,0.156815,0.137245,0.094422,0.242308,0.452197,0.132021,0.06877,0.573092,0.465675,0.031767,0.002759,1.96177,4.53763,4.53403,0.292101,-0.0028,0.01088,-0.002238,0.677162,0.962471,2.05193,1.93455,1.87823,1.95177,1.92169,1.97243,20.7642,20.1153,0.023794,1.97207,1.34576,0.251895,0.078007,0.802534,0.291607,0.28321,0.426764,1
769.711,2.97761,21.4285,20.7463,78.7021,80.1162,80.9243,82.3263,108.86,7161.08,7182.95,1695.51,1700.29,1693.03,4.78271,37.5772,38.0435,59.7798,8.78166,8.68607,8.67488,11.7681,11.8796,0.845675,0.746164,24.3106,1.21486,0.098871,49.8844,0.156815,0.106995,0.09676,0.167299,0.452197,0.452649,0.06877,0.100792,0.465675,0.494504,0.002759,0.009438,2.05894,4.53403,4.19578,0.494371,0.01088,-0.002238,0.020428,0.696143,1.18692,1.93455,1.87823,1.95177,2.03637,1.97243,1.86232,19.9814,20.9871,0.074299,1.84953,1.38502,0.229698,0.146597,1.02792,0.213225,0.281293,0.427556,1
769.332,3.16175,20.2382,21.0331,80.1162,80.9243,82.3263,80.0683,110.471,7161.42,7151.45,1676.56,1693.03,1681.7,5.16779,38.0435,37.4776,58.7801,8.68607,8.67488,9.29364,11.8574,11.8897,0.616299,0.922705,24.7524,1.36537,0.292585,48.9453,0.106995,0.135871,0.09014,0.132063,0.452649,0.35971,0.100792,0.091304,0.494504,0.505291,0.009438,0.024216,2.06974,4.19578,4.35783,0.486905,-0.002238,0.020428,-0.003069,0.642486,0.914039,1.87823,1.95177,2.03637,1.99567,1.86232,2.25733,20.9015,20.5284,0.100045,1.89028,1.28534,0.286911,0.075105,0.852936,0.435577,0.285398,0.432629,1
769.246,2.96801,19.8527,20.5844,80.9243,82.3263,80.0683,80.271,110.156,7244.37,7177.59,1698.31,1681.7,1693.98,4.64513,37.4776,37.8069,60.4188,8.67488,9.29364,8.48034,12.0743,11.9969,0.68859,0.928057,24.5019,1.33226,0.232961,47.1607,0.135871,0.111044,0.148151,0.10499,0.35971,0.243804,0.091304,0.09656,0.505291,0.466352,0.024216,-0.002352,1.85541,4.35783,4.90652,0.350428,0.020428,-0.003069,0.073919,0.580289,0.981978,1.95177,2.03637,1.99567,1.94648,2.25733,1.78521,20.3117,20.7944,0.053118,1.94575,1.32252,0.171911,0.197609,0.822239,0.289808,0.348697,0.435175,1
769.409,2.96094,20.4899,20.8451,82.3263,80.0683,80.271,81.3336,109.149,7171.3,7184.12,1694.12,1693.98,1699.25,4.8179,37.8069,38.5817,59.9497,9.29364,8.48034,9.04161,11.8796,11.8802,0.917414,1.01943,23.8016,1.2684,0.108902,49.1289,0.111044,0.124955,0.106921,0.0692,0.243804,0.325897,0.09656,0.061302,0.466352,0.472051,-0.002352,0.010592,1.97822,4.90652,4.16555,0.391791,-0.003069,0.073919,0.03632,0.664665,1.1299,2.03637,1.99567,1.94648,1.70987,1.78521,2.13454,20.1153,21.1874,0.080829,2.05939,1.45727,0.265073,0.226932,0.85725,0.263965,0.212358,0.403533,1
771.532,2.88909,20.2534,20.6024,80.853,80.1105,80.6284,80.1485,108.454,7164.92,7184.37,1690.65,1703.64,1687.17,4.79819,37.5079,38.0355,61.9017,9.04359,8.91758,9.1311,12.207,11.778,0.651725,0.785135,24.2382,1.2818,0.352869,49.2393,0.123698,0.132406,0.12032,0.129731,0.352299,0.288432,0.193776,0.051079,0.343488,0.514934,0.003605,-0.003672,1.88898,4.55174,4.29632,0.288293,0.003753,0.017435,-0.003911,0.651304,0.910341,2.04528,1.95981,2.09803,2.05983,1.92095,1.88593,20.6967,20.4947,0.225696,1.96631,1.14638,0.085565,0.143709,0.851439,0.320532,0.326056,0.369421,1
770.143,3.07887,20.1777,20.8538,80.1105,80.6284,80.1485,80.3956,108.721,7168.14,7188.45,1706.86,1687.17,1688.52,4.46631,38.0355,37.3603,60.8146,8.91758,9.1311,8.74715,11.9117,11.9137,0.713506,0.884322,24.4999,1.19994,0.395639,48.7844,0.132406,0.150704,0.134335,0.112666,0.288432,0.212383,0.051079,0.141784,0.514934,0.375188,-0.003672,0.011952,2.01617,4.29632,3.9192,0.310885,0.017435,-0.003911,0.004433,0.707923,1.07654,1.95981,2.09803,2.05983,1.93761,1.88593,2.03268,20.2836,20.0004,0.093183,1.82272,1.42891,0.183152,0.099881,0.922383,0.241157,0.321949,0.434403,1
771.499,3.08205,20.4898,20.1616,80.3956,81.3525,81.1821,80.3216,110.142,7175.22,7194.76,1694.24,1688.25,1681.7,5.08485,37.9914,38.3235,58.3137,9.27135,9.21741,9.29763,11.9137,13.007,0.665795,0.973187,25.1198,1.51825,0.150225,48.6899,0.334671,0.318552,0.085027,0.093189,0.429323,0.571938,0.09879,0.069019,0.515174,0.409189,0.009606,0.018029,2.36133,4.18574,3.89468,0.346888,-0.010115,0.003729,0.031206,0.709762,0.999835,1.93761,1.85724,2.08565,1.87395,1.77912,1.95407,20.4947,20.5019,0.004021,1.81431,1.29855,0.24678,0.169906,0.875504,0.216485,0.264002,0.422692,1
770.554,3.01554,20.3882,21.3353,81.3525,81.1821,80.3216,79.3689,107.543,7184.37,7174.64,1686,1681.7,1701.24,5.37645,38.3235,37.4665,60.6063,9.21741,9.29763,9.0594,11.1159,12.3224,0.629885,0.913648,24.2909,1.39605,0.282426,48.5942,0.318552,0.109213,0.148693,0.112021,0.571938,0.331043,0.069019,0.087755,0.409189,0.398926,0.018029,0.032728,2.14274,3.89468,4.68002,0.361715,0.003729,0.031206,0.022286,0.588008,1.13715,1.85724,2.08565,1.87395,2.0161,1.95407,1.99596,20.0004,20.2302,-0.00198,1.96447,1.49723,0.237276,0.234162,0.861119,0.231033,0.366173,0.394841,1
770.525,2.92969,20.6024,20.3309,81.1821,80.3216,79.3689,78.4721,107.621,7188.45,7136.76,1673.87,1701.24,1659.88,5.22975,37.4665,37.8959,60.2875,9.29763,9.0594,8.9721,12.0974,12.5394,0.680215,1.07283,25.0407,1.27209,0.195477,48.5691,0.109213,0.097494,0.138055,0.124169,0.331043,0.276258,0.087755,0.142384,0.398926,0.508165,0.032728,0.003966,1.78681,4.68002,4.47551,0.300847,0.031206,0.022286,-0.002604,0.677095,1.06637,2.08565,1.87395,2.0161,2.11112,1.99596,2.10509,20.5218,20.8377,0.008485,1.86698,1.42451,0.289545,0.054614,0.920765,0.263106,0.224175,0.376802,1
770.896,3.20867,20.8538,20.8649,80.3216,79.3689,78.4721,79.5612,107.299,7172.11,7197.56,1703.64,1659.88,1685.18,5.13341,37.8959,37.8333,59.6233,9.0594,8.9721,9.23853,13.007,12.0782,0.710365,1.02423,24.2719,1.14322,0.351965,48.7749,0.097494,0.12032,0.084407,0.038953,0.276258,0.506331,0.142384,0.125321,0.508165,0.452157,0.003966,0.010066,2.00628,4.47551,4.1859,0.441996,0.022286,-0.002604,0.003813,0.639408,0.910906,1.87395,2.0161,2.11112,1.75377,2.10509,1.87218,20.0366,20.4566,0.073839,1.83258,1.5084,0.107492,0.17076,0.913028,0.248951,0.218955,0.333658,1
772.109,3.06767,20.8331,21.4524,79.3689,78.4721,79.5612,80.5383,108.829,7194.75,7181.43,1687.17,1685.18,1703.76,5.20443,37.8333,37.7642,59.6026,8.9721,9.23853,9.01479,12.3224,11.5547,0.726458,0.906476,25.1585,1.17202,0.16468,48.1123,0.12032,0.134335,0.167305,0.128953,0.506331,0.295533,0.125321,0.077783,0.452157,0.463169,0.010066,-0.003158,1.96533,4.1859,4.22038,0.355477,-0.002604,0.003813,0.013668,0.706478,1.07315,2.0161,2.11112,1.75377,1.96494,1.87218,1.84044,20.5019,20.8927,0.005153,1.98093,1.45796,0.255562,0.105371,0.828537,0.283756,0.270495,0.444696,1
773.158,3.13545,21.1076,19.2305,78.4721,79.5612,80.5383,78.3124,108.259,7194.76,7188.92,1688.52,1703.76,1674.55,5.51011,37.7642,38.3395,59.1419,9.23853,9.01479,8.73602,12.5394,11.9104,0.782201,0.887957,25.1087,1.4384,0.226722,49.584,0.134335,0.146556,0.117255,0.088261,0.295533,0.215001,0.077783,0.131695,0.463169,0.477252,-0.003158,-0.015399,2.03057,4.22038,4.37424,0.280589,0.003813,0.013668,0.039882,0.70631,1.04934,2.11112,1.75377,1.96494,1.99303,1.84044,2.08406,20.2302,21.4518,0.093037,1.93197,1.48919,0.108794,0.131203,0.976635,0.313838,0.359447,0.357634,1
773.154,3.10814,20.1616,20.4119,79.5612,80.5383,78.3124,80.7188,109.384,7174.64,7166.29,1667.78,1674.55,1692.31,5.27125,38.3395,37.3287,58.4519,9.01479,8.73602,9.12652,12.0782,11.9723,0.722255,0.779052,23.6428,1.18627,0.076211,49.9306,0.146556,0.167627,0.192462,0.07767,0.215001,0.316441,0.131695,0.103566,0.477252,0.409977,-0.015399,-0.017148,2.15215,4.37424,4.63874,0.427589,0.013668,0.039882,0.004176,0.640447,1.13975,1.75377,1.96494,1.99303,2.09589,2.08406,1.96787,20.8377,19.8016,0.025706,1.95741,1.39258,0.188452,0.197528,0.824346,0.295936,0.193128,0.37378,1
773.561,2.83583,21.3353,20.464,80.5383,78.3124,80.7188,79.8753,109.826,7136.76,7192.41,1688.25,1692.31,1682.92,4.8094,37.3287,37.4701,58.1203,8.73602,9.12652,9.03749,11.5547,12.898,0.730893,1.00303,24.74,1.37424,0.116252,49.5912,0.167627,0.085027,0.124545,0.085517,0.316441,0.181582,0.103566,0.062412,0.409977,0.477425,-0.017148,-0.010253,1.84777,4.63874,4.56394,0.310984,0.039882,0.004176,0.003416,0.603143,1.01095,1.96494,1.99303,2.09589,2.30069,1.96787,2.13708,20.4566,20.1248,0.011864,1.73677,1.63723,0.274309,0.093518,1.05084,0.32212,0.264137,0.411803,1
773.794,3.3302,20.3309,20.6873,78.3124,80.7188,79.8753,81.3077,108.328,7197.56,7184.76,1681.7,1682.92,1676.34,4.80403,37.4701,38.9436,58.4263,9.12652,9.03749,8.63048,11.9104,12.4173,0.635965,0.784602,24.3279,1.23654,0.166046,48.3282,0.085027,0.148693,0.155558,0.122219,0.181582,0.33233,0.062412,0.084164,0.477425,0.579677,-0.010253,0.014721,1.87179,4.56394,4.65102,0.322246,0.004176,0.003416,0.040265,0.711974,0.75225,1.99303,2.09589,2.30069,1.76587,2.13708,1.61704,20.8927,20.8962,0.01118,1.85163,1.50799,0.157362,0.163964,0.810881,0.261051,0.256954,0.377595,1
773.429,3.04569,20.8649,21.007,80.7188,79.8753,81.3077,79.6971,108.125,7181.43,7173.75,1701.24,1676.34,1689.43,5.17089,38.9436,36.3177,59.3163,9.03749,8.63048,8.96712,11.9723,11.3396,0.592281,0.870218,24.6182,1.54506,0.243734,48.3901,0.148693,0.138055,0.144658,0.035073,0.33233,0.30183,0.084164,0.099255,0.579677,0.432426,0.014721,-0.002981,1.94981,4.65102,4.51565,0.358292,0.003416,0.040265,0.02489,0.663001,0.868464,2.09589,2.30069,1.76587,1.81297,1.61704,1.97752,21.4518,20.3094,0.046166,2.0527,1.61787,0.320812,0.255831,0.879478,0.192742,0.296744,0.366731,1
772.386,2.81687,21.4524,20.3096,79.8753,81.3077,79.6971,80.2156,108.099,7188.92,7153.4,1659.88,1689.43,1713.9,4.50383,36.3177,37.2838,58.5788,8.63048,8.96712,8.64798,12.898,11.8086,0.59602,0.847165,24.9843,1.41411,0.232753,49.2585,0.138055,0.084407,0.125482,0.110578,0.30183,0.276526,0.099255,0.071087,0.432426,0.426471,-0.002981,0.035521,1.81618,4.51565,4.44402,0.325875,0.040265,0.02489,0.013127,0.605505,1.08706,2.30069,1.76587,1.81297,2.28566,1.97752,1.95092,19.8016,20.9605,0.034121,1.75164,1.32875,0.075106,0.003308,0.821474,0.294337,0.294667,0.526299,1
773.756,3.46016,19.2305,20.0118,81.3077,79.6971,80.2156,78.6445,108.313,7166.29,7166.93,1685.18,1713.9,1692.05,5.0306,37.2838,38.4993,59.4313,8.96712,8.64798,9.20604,12.4173,11.6736,0.743487,0.85409,24.6209,1.32622,0.269879,48.1993,0.084407,0.167305,0.317976,0.071592,0.276526,0.374304,0.071087,0.187122,0.426471,0.522391,0.035521,-0.009465,2.02224,4.44402,4.64185,0.356116,0.02489,0.013127,0.025668,0.638974,0.890536,1.76587,1.81297,2.28566,2.0082,1.95092,1.81047,20.1248,20.2008,0.109527,1.87034,1.45644,0.218394,0.167779,0.816949,0.248701,0.309528,0.389118,1
773.78,3.08273,20.4119,19.7964,79.6971,80.2156,78.6445,78.9224,107.281,7192.41,7164.79,1703.76,1692.05,1713.42,4.85776,38.4993,37.6676,57.687,8.64798,9.20604,9.20467,11.3396,12.125,0.834166,0.945787,24.3479,1.19485,0.321447,47.8209,0.167305,0.117255,0.278893,0.12152,0.374304,0.343983,0.187122,0.136775,0.522391,0.466968,-0.009465,-0.011018,1.94926,4.64185,4.89516,0.417246,0.013127,0.025668,0.004584,0.661251,1.05126,1.81297,2.28566,2.0082,1.99363,1.81047,1.97493,20.8962,20.7361,0.120449,1.71535,1.50446,0.328313,0.254655,0.819303,0.245221,0.271588,0.425498,1
773.377,3.04012,20.464,19.9387,80.2156,78.6445,78.9224,79.3071,107.871,7184.76,7187.24,1674.55,1713.42,1686.21,5.28918,37.6676,37.1992,58.7827,9.20604,9.20467,9.51397,11.8086,12.1609,0.660115,0.741756,24.9524,1.29335,0.133901,48.5898,0.117255,0.192462,0.114,0.0997,0.343983,0.222591,0.136775,0.041419,0.466968,0.422122,-0.011018,0.016847,1.88277,4.89516,4.12819,0.419289,0.025668,0.004584,0.010273,0.596572,1.02235,2.28566,2.0082,1.99363,2.03503,1.97493,1.98025,20.3094,21.2146,0.083707,1.7612,1.57464,0.267393,0.07597,0.966683,0.255564,0.31903,0.410361,1
772.793,2.84434,20.6873,20.2142,78.6445,78.9224,79.3071,78.9543,107.972,7173.75,7192.04,1692.31,1686.21,1675.5,4.97866,37.1992,38.1981,59.4497,9.20467,9.51397,9.00196,11.6736,12.1571,0.715032,0.87288,25.0023,1.36612,0.283835,48.5644,0.192462,0.124545,0.094819,0.048912,0.222591,0.376977,0.041419,0.132888,0.422122,0.41542,0.016847,0.017874,2.14405,4.12819,4.61348,0.381659,0.004584,0.010273,0.099726,0.631788,0.922927,2.0082,1.99363,2.03503,2.16664,1.98025,1.70497,20.9605,20.4868,0.18525,1.99929,1.4888,0.172412,0.083572,0.808246,0.315272,0.241712,0.410741,1
773.053,3.15823,21.007,20.1509,78.9224,79.3071,78.9543,79.4614,110.737,7153.4,7179.6,1682.92,1675.5,1704.6,5.00542,38.1981,38.4409,58.2744,9.51397,9.00196,9.11522,12.125,13.576,0.666088,1.07233,24.742,1.25039,0.199081,48.8242,0.124545,0.155558,0.12677,0.083933,0.376977,0.324444,0.132888,0.122073,0.41542,0.433758,0.017874,0.004972,1.93543,4.61348,4.25413,0.340028,0.010273,0.099726,0.009593,0.738613,0.946405,1.99363,2.03503,2.16664,2.06359,1.70497,1.90849,20.2008,20.8261,0.016555,2.12112,1.346,0.275653,0.27432,0.967592,0.267696,0.34472,0.33625,1
772.502,3.14144,20.3096,20.8026,79.3071,78.9543,79.4614,78.9584,108.942,7166.93,7160.5,1676.34,1704.6,1689.33,5.48588,38.4409,37.894,58.0318,9.00196,9.11522,9.32808,12.1609,12.2757,0.846813,0.814329,24.6065,1.15053,0.252981,49.2527,0.155558,0.144658,0.120615,0.061272,0.324444,0.210854,0.122073,0.093475,0.433758,0.367282,0.004972,0.011564,2.07885,4.25413,4.64457,0.342029,0.099726,0.009593,-0.003365,0.744873,0.93928,2.03503,2.16664,2.06359,1.78914,1.90849,1.73262,20.7361,21.1173,0.053487,1.93541,1.28426,0.266454,0.263494,1.23184,0.297515,0.302952,0.409627,1
771.88,2.68235,20.0118,20.697,78.9543,79.4614,78.9584,78.2415,109.317,7164.79,7185.38,1689.43,1689.33,1687.71,5.17744,37.894,37.6758,59.3312,9.11522,9.32808,8.7744,12.1571,12.1239,0.596776,0.866394,24.0602,1.19073,0.138567,49.0907,0.144658,0.125482,0.038784,0.179029,0.210854,0.234598,0.093475,0.218987,0.367282,0.452521,0.011564,0.002824,1.93221,4.64457,4.35137,0.49787,0.009593,-0.003365,-0.010402,0.66571,1.09327,2.16664,2.06359,1.78914,1.85109,1.73262,1.95233,21.2146,21.286,0.13376,1.79041,1.69435,0.250828,0.095513,1.0067,0.304037,0.384798,0.519953,1
770.179,2.93977,20.6264,20.8084,80.2561,79.1415,81.3862,81.0754,107.685,7168.44,7131.81,1683.67,1703.67,1712.28,5.43511,37.319,37.9809,58.6932,9.16293,9.17059,9.28587,12.3015,12.098,0.747745,0.924033,23.758,1.2408,0.183085,48.9819,0.155819,0.149978,0.218761,0.126117,0.290445,0.367458,0.127502,0.136909,0.460088,0.378577,0.011518,0.035862,1.62475,4.28581,4.39088,0.330179,0.010519,0.020415,0.10535,0.608204,1.00932,1.96786,2.13728,2.0268,2.05508,2.03057,1.98435,20.7881,20.8191,0.077005,1.96886,1.30279,0.178008,0.161429,1.04625,0.219678,0.323002,0.434881,0
764.159,2.81233,20.6441,20.8699,79.1415,81.3862,81.0754,79.7681,109.443,7174.19,7200.24,1693.21,1712.28,1695.53,4.83497,37.9809,37.1752,57.0485,9.17059,9.28587,9.27754,12.2625,11.7839,0.503792,1.1091,24.3864,1.32227,0.10819,49.3041,0.149978,0.216087,0.127981,0.196042,0.367458,0.371011,0.136909,0.129999,0.378577,0.425395,0.035862,0.007607,1.98925,4.39088,4.51843,0.477538,0.020415,0.10535,0.014671,0.726894,1.0175,2.13728,2.0268,2.05508,1.99092,1.98435,1.96196,20.7772,19.9126,0.087905,2.07512,1.51511,0.188012,0.085515,0.796266,0.337237,0.354272,0.319599,0
760.274,3.16525,19.97,20.3055,81.3862,81.0754,79.7681,79.181,107.569,7173.61,7184.51,1709,1695.53,1712.81,5.28448,37.1752,37.9702,58.5302,9.28587,9.27754,8.5436,11.1158,12.202,0.709094,0.879213,24.1767,1.43822,0.230817,48.3215,0.216087,0.142589,0.11098,0.083248,0.371011,0.245909,0.129999,0.114986,0.425395,0.452954,0.007607,0.036691,1.90616,4.51843,4.75198,0.274199,0.10535,0.014671,0.122061,0.546828,1.09111,2.0268,2.05508,1.99092,2.07738,1.96196,1.8552,20.7887,20.3201,-0.003094,1.91021,1.52911,0.244252,0.303851,0.793452,0.327145,0.368786,0.38876,1
760.243,2.7057,21.0743,20.6389,81.0754,79.7681,79.181,79.6238,107.653,7178.5,7169.57,1695.54,1712.81,1696.5,5.2081,37.9702,37.5226,57.842,9.27754,8.5436,9.28276,12.098,12.4499,0.748359,1.00015,24.5375,1.28688,0.307621,48.5069,0.142589,0.128441,0.336643,0.100997,0.245909,0.257667,0.114986,0.093603,0.452954,0.474348,0.036691,-0.003517,2.18682,4.75198,4.85019,0.380123,0.014671,0.122061,0.028932,0.584022,0.891784,2.05508,1.99092,2.07738,2.00665,1.8552,1.91439,20.9539,21.2961,0.112205,1.75379,1.24527,0.231134,0.160871,0.917663,0.260313,0.304444,0.496864,1
757.865,2.78962,20.527,20.2177,79.7681,79.181,79.6238,80.3411,108.637,7163.3,7153.23,1701.86,1696.5,1688.85,4.73064,37.5226,37.8818,57.4263,8.5436,9.28276,8.63903,11.7839,11.8385,0.561562,1.03882,23.9149,1.41278,0.303382,47.7062,0.128441,0.116252,0.319908,0.081219,0.257667,0.258049,0.093603,0.226746,0.474348,0.474936,-0.003517,0.004211,1.97224,4.85019,4.54852,0.357527,0.122061,0.028932,0.00399,0.769897,0.889958,1.99092,2.07738,2.00665,2.0229,1.91439,1.8962,20.8191,20.7517,0.02469,1.87475,1.42603,0.236031,0.07907,0.8015,0.337494,0.374482,0.469036,1
751.235,2.84167,20.2898,20.4088,79.181,79.6238,80.3411,80.674,108.203,7131.81,7142.78,1712.01,1688.85,1688.58,5.27317,37.8818,36.6526,58.0024,9.28276,8.63903,9.24386,12.202,11.0265,0.689582,0.896412,24.6843,1.30883,0.274518,49.659,0.116252,0.08736,0.067373,0.104179,0.258049,0.248665,0.226746,0.099765,0.474936,0.488293,0.004211,0.003303,1.80092,4.54852,4.2948,0.377491,0.028932,0.00399,0.01193,0.587681,1.09639,2.07738,2.00665,2.0229,1.67107,1.8962,1.90976,19.9126,20.4871,0.142874,1.76692,1.42553,0.136897,0.21124,0.847179,0.330406,0.276486,0.337791,1
