@relation 'emotion-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'CO2 0' numeric
@attribute 'm33.0335 0' numeric
@attribute 'm33.0335 4' numeric
@attribute 'm33.0335 5' numeric
@attribute 'm34.0372 4' numeric
@attribute 'm35.0385 4' numeric
@attribute 'm43.0178 0' numeric
@attribute 'm45.0335 0' numeric
@attribute 'm45.0335 2' numeric
@attribute 'm47.0491 0' numeric
@attribute 'm47.0491 2' numeric
@attribute 'm47.0491 3' numeric
@attribute 'm48.0071 5' numeric
@attribute 'm59.9293 0' numeric
@attribute 'm63.0263 2' numeric
@attribute 'm63.0457 1' numeric
@attribute 'm64.9278 6' numeric
@attribute 'm65.0603 3' numeric
@attribute 'm71.0157 8' numeric
@attribute 'm71.0855 1' numeric
@attribute 'm72.9853 3' numeric
@attribute 'm84.0920 6' numeric
@attribute 'm84.0920 7' numeric
@attribute 'm89.0271 0' numeric
@attribute 'm89.0271 2' numeric
@attribute 'm89.0271 3' numeric
@attribute 'm89.0597 2' numeric
@attribute 'm89.0597 3' numeric
@attribute 'm95.0158 0' numeric
@attribute 'm97.0296 3' numeric
@attribute 'm97.1012 1' numeric
@attribute 'm99.0440 4' numeric
@attribute 'm100.9380 9' numeric
@attribute 'm105.0342 0' numeric
@attribute 'm111.0800 0' numeric
@attribute 'm111.0800 1' numeric
@attribute 'm113.1425 2' numeric
@attribute 'm120.9533 0' numeric
@attribute 'm120.9533 1' numeric
@attribute 'm120.9533 2' numeric
@attribute 'm120.9533 3' numeric
@attribute 'm120.9533 6' numeric
@attribute 'm136.1310 1' numeric
@attribute 'm148.9709 6' numeric
@attribute 'm148.9709 7' numeric
@attribute 'm149.1000 8' numeric
@attribute 'm149.1000 9' numeric
@attribute 'm153.1274 0' numeric
@attribute target {0,1}

@data
1029.79,97.3112,98.0572,96.5493,1.4006,0.684305,52.9595,58.2213,59.0275,67.4351,62.4071,61.9387,0.621064,0.181494,1.2657,1.22972,0.12738,1.03709,0.02756,2.93672,0.200734,0.519866,0.560653,0.677716,0.352068,0.62909,2.11122,2.32353,0.768122,2.04635,1.41292,0.380759,0.222611,0.449285,0.437333,0.393887,0.160471,0.048784,0.066733,0.10313,0.145956,0.142337,0.149873,0.54962,0.539422,0.410874,0.283797,0.551746,0
1034.37,100.277,96.5493,101.388,1.14733,0.853913,51.3281,57.2398,59.7491,62.9965,61.9387,58.9415,0.506617,0.169202,1.60503,1.02325,0.110637,0.807975,0.040605,2.94293,0.152103,0.560653,0.563491,0.776741,0.62909,0.535302,2.32353,2.58219,0.666129,1.96311,1.46555,0.458674,0.232899,0.408369,0.393887,0.340626,0.233442,0.066733,0.10313,0.145956,0.112503,0.159999,0.242446,0.539422,0.566819,0.283797,0.430909,0.310484,0
1035.8,96.5353,101.388,99.5536,1.11559,0.688685,51.5353,59.0275,57.3583,62.4071,58.9415,60.6384,0.465996,0.058225,1.3339,1.16764,0.086057,0.939541,-0.010208,2.60947,0.262912,0.563491,0.504149,0.352068,0.535302,0.52417,2.58219,2.03937,0.721095,1.95494,1.32213,0.411953,0.141383,0.355134,0.340626,0.464383,0.151126,0.10313,0.145956,0.112503,0.16012,0.194801,0.170677,0.566819,0.593523,0.430909,0.27967,0.387513,0
1039.41,98.0448,99.5536,100.611,1.27852,0.758339,51.4709,59.7491,58.0917,61.9387,60.6384,60.1496,0.304808,0.092948,1.08048,1.04734,0.150744,0.956933,0.04207,2.51787,0.184477,0.504149,0.394136,0.62909,0.52417,0.459729,2.03937,2.44882,0.817187,1.98471,1.36363,0.386658,0.164403,0.365433,0.464383,0.466463,0.156518,0.145956,0.112503,0.16012,0.142337,0.13111,0.202098,0.593523,0.486398,0.27967,0.228519,0.356222,0
1040.47,98.0572,100.611,101.209,1.30317,0.829584,51.0073,57.3583,57.1945,58.9415,60.1496,57.3473,0.535454,0.076824,1.304,1.08112,0.13098,0.914592,0.129172,2.89816,0.429337,0.394136,0.626413,0.535302,0.459729,0.455287,2.44882,2.17284,0.957898,1.74011,1.78475,0.477017,0.117135,0.2154,0.466463,0.512365,0.195428,0.112503,0.16012,0.142337,0.159999,0.135742,0.239797,0.486398,0.578131,0.228519,0.32902,0.298447,0
1042.49,96.5493,101.209,101.852,1.25834,0.624814,52.1165,58.0917,58.2917,60.6384,57.3473,59.8034,0.510209,0.166309,1.63582,0.894943,0.12473,0.870045,0.026179,2.91887,0.115578,0.626413,0.447914,0.52417,0.455287,0.600183,2.17284,1.95089,0.689389,1.85149,1.19886,0.555679,0.160831,0.39871,0.512365,0.46075,0.199609,0.16012,0.142337,0.159999,0.194801,0.166829,0.158839,0.578131,0.415769,0.32902,0.268032,0.399807,0
1048.46,101.388,101.852,99.8281,1.0908,0.879884,53.6983,57.1945,55.9844,60.1496,59.8034,57.2725,0.448331,0.081874,1.53724,0.933083,0.095717,0.971406,0.034955,2.79021,0.403817,0.447914,0.604462,0.459729,0.600183,0.491058,1.95089,2.27088,0.730714,1.66685,1.60921,0.490787,0.201345,0.305099,0.46075,0.535614,0.191318,0.142337,0.159999,0.194801,0.13111,0.125509,0.161039,0.415769,0.41149,0.268032,0.274073,0.512351,0
1059.6,99.5536,99.8281,100.599,1.59179,0.645134,52.7258,58.2917,56.7967,57.3473,57.2725,57.1562,0.36221,0.064148,1.34288,0.981053,0.054011,0.812109,0.140355,2.89154,0.108216,0.604462,0.64795,0.455287,0.491058,0.444747,2.27088,2.34018,0.952807,1.709,1.31471,0.562336,0.164507,0.281677,0.535614,0.467774,0.186008,0.159999,0.194801,0.13111,0.135742,0.135226,0.234727,0.41149,0.470704,0.274073,0.347243,0.361753,0
1068.43,100.611,100.599,100.99,1.39389,0.694966,51.4886,55.9844,57.5123,59.8034,57.1562,57.2439,0.401229,0.146903,1.62312,0.99255,0.146616,0.909778,0.052614,3.08497,0.183749,0.64795,0.400673,0.600183,0.444747,0.630344,2.34018,2.096,0.533201,1.70967,1.56757,0.424184,0.18259,0.185465,0.467774,0.47617,0.147106,0.194801,0.13111,0.135742,0.166829,0.06983,0.276661,0.470704,0.532145,0.347243,0.329797,0.403361,0
1075.87,101.209,100.99,100.616,1.84008,0.511074,52.553,56.7967,58.0737,57.2725,57.2439,57.3724,0.345955,0.071476,1.50369,0.763296,0.116548,0.963464,-0.006808,3.1157,0.205488,0.400673,0.582425,0.491058,0.630344,0.503471,2.096,2.35863,0.725121,1.87365,1.57619,0.471945,0.172253,0.349359,0.47617,0.434583,0.140745,0.13111,0.135742,0.166829,0.125509,0.096292,0.252966,0.532145,0.688239,0.329797,0.397608,0.553696,0
1080.52,101.852,100.616,96.9836,1.84958,0.778725,50.5051,57.5123,58.928,57.1562,57.3724,55.012,0.427908,0.091335,1.32768,0.7255,0.083487,0.841284,0.061857,3.18954,0.334874,0.582425,0.516495,0.444747,0.503471,0.558384,2.35863,2.35528,0.755269,1.55921,1.68008,0.453186,0.211696,0.413808,0.434583,0.445553,0.238989,0.135742,0.166829,0.125509,0.135226,0.110186,0.23733,0.688239,0.481016,0.397608,0.415684,0.401652,0
1084.36,99.8281,96.9836,101.89,1.0139,0.866909,52.1909,58.0737,56.0653,57.2439,55.012,57.2855,0.491373,0.172086,1.42939,0.75517,0.066936,1.00478,-0.008507,2.65351,0.192415,0.516495,0.627921,0.630344,0.558384,0.50311,2.35528,2.21799,0.769889,1.72185,1.2681,0.528729,0.180329,0.350934,0.445553,0.314488,0.228853,0.166829,0.125509,0.135226,0.06983,0.085046,0.214914,0.481016,0.463911,0.415684,0.198359,0.343543,0
1091.07,100.599,101.89,102.225,1.65665,0.614889,53.2282,58.928,57.9651,57.3724,57.2855,55.1182,0.381564,0.028484,1.40195,1.11372,0.159144,0.77098,0.14765,2.70885,0.344328,0.627921,0.519917,0.503471,0.50311,0.558813,2.21799,2.29373,0.7859,1.6753,1.46357,0.543967,0.144781,0.267607,0.314488,0.416063,0.149263,0.125509,0.135226,0.06983,0.096292,0.08413,0.194111,0.463911,0.487243,0.198359,0.297191,0.304629,0
1090.69,100.99,102.225,100.195,1.39565,0.476432,51.3161,56.0653,55.6614,55.012,55.1182,56.4551,0.447311,0.176362,1.1955,1.1416,0.095538,0.8349,0.09227,2.74777,0.012082,0.519917,0.511052,0.558384,0.558813,0.385663,2.29373,2.17033,0.826983,1.67396,1.45304,0.468639,0.139455,0.405219,0.416063,0.407839,0.190725,0.135226,0.06983,0.096292,0.110186,0.085498,0.19301,0.487243,0.52665,0.297191,0.275672,0.528288,0
1088.89,100.616,100.195,102.476,1.45965,0.588776,53.3331,57.9651,55.6509,57.2855,56.4551,55.6751,0.566675,0.050438,1.53351,0.884159,0.092062,1.00301,0.220067,2.79856,0.267238,0.511052,0.437872,0.50311,0.385663,0.562924,2.17033,2.04769,0.956254,1.92707,1.82,0.329377,0.14539,0.355048,0.407839,0.567167,0.170832,0.06983,0.096292,0.110186,0.085046,0.080833,0.243311,0.52665,0.433189,0.275672,0.374837,0.238535,0
1085.99,96.9836,102.476,103.159,1.3973,0.57187,53.7109,55.6614,56.7912,55.1182,55.6751,57.2384,0.44995,0.062272,1.31162,0.976035,0.162565,0.796354,0.039708,3.30419,0.273192,0.437872,0.501064,0.558813,0.562924,0.416861,2.04769,2.33522,0.909885,1.64961,1.54453,0.496282,0.112369,0.390961,0.567167,0.342632,0.176899,0.096292,0.110186,0.085046,0.08413,0.179804,0.20368,0.433189,0.645852,0.374837,0.360045,0.573528,0
1086.16,101.89,103.159,104.298,1.57738,0.560344,54.2684,55.6509,56.0606,56.4551,57.2384,56.5577,0.406802,0.142903,1.35741,0.770537,0.166145,0.984131,0.123179,2.93635,0.141709,0.501064,0.385066,0.385663,0.416861,0.371509,2.33522,2.39759,0.701153,1.95346,1.61459,0.354159,0.20533,0.419822,0.342632,0.404597,0.313569,0.110186,0.085046,0.08413,0.085498,0.083574,0.198981,0.645852,0.447608,0.360045,0.274629,0.387277,0
1093.46,102.225,104.298,103,1.37736,0.718813,52.964,56.7912,57.6547,55.6751,56.5577,58.6779,0.366485,0.059718,1.65041,0.7063,0.128532,0.920216,0.068605,2.56699,0.302599,0.385066,0.588715,0.562924,0.371509,0.515339,2.39759,2.37953,1.00449,1.93952,1.50997,0.461664,0.208766,0.351257,0.404597,0.576506,0.24436,0.085046,0.08413,0.085498,0.080833,0.182674,0.161638,0.447608,0.560171,0.274629,0.344378,0.246397,0
1101.95,100.195,103,103.352,1.37602,0.64247,53.2094,56.0606,55.9241,57.2384,58.6779,56.4696,0.420537,0.109531,1.38219,1.03445,0.101826,1.03344,0.186297,2.64918,0.008933,0.588715,0.54124,0.416861,0.515339,0.349449,2.37953,2.41826,0.81431,1.81507,1.3594,0.474411,0.165406,0.332142,0.576506,0.491034,0.186172,0.08413,0.085498,0.080833,0.179804,0.045774,0.153776,0.560171,0.523347,0.344378,0.327786,0.370281,0
1107.41,102.476,103.352,103.494,1.38181,0.625447,51.8746,57.6547,58.0495,56.5577,56.4696,57.5314,0.405017,0.055462,1.67508,1.35881,0.125286,0.95146,0.057369,2.8407,0.251665,0.54124,0.44865,0.371509,0.349449,0.57557,2.41826,2.21811,0.705073,1.70083,1.56364,0.511605,0.171623,0.281917,0.491034,0.453296,0.231334,0.085498,0.080833,0.179804,0.083574,0.030986,0.186179,0.523347,0.52026,0.327786,0.339082,0.452478,0
1110.36,103.159,103.494,105.076,1.37904,0.818895,51.8505,55.9241,56.2835,58.6779,57.5314,56.5056,0.429661,0.138866,1.37933,0.852325,0.130524,0.998935,0.323633,2.99013,0.310434,0.44865,0.440109,0.515339,0.57557,0.618304,2.21811,2.06024,0.495411,1.94357,1.50155,0.408817,0.148166,0.271491,0.453296,0.425255,0.197367,0.080833,0.179804,0.083574,0.182674,0.128727,0.183645,0.52026,0.729728,0.339082,0.232586,0.319523,0
1108.97,104.298,105.076,105.98,1.18987,0.772464,52.2673,58.0495,57.354,56.4696,56.5056,57.3023,0.479814,0.13534,1.75225,0.84568,0.066249,0.928048,0.177081,2.68428,0.276658,0.440109,0.494819,0.349449,0.618304,0.602173,2.06024,2.59913,0.762599,1.99829,1.49407,0.389169,0.207296,0.300543,0.425255,0.383173,0.216248,0.179804,0.083574,0.182674,0.045774,0.062294,0.152639,0.729728,0.639269,0.232586,0.393093,0.362973,0
1112.11,103,105.98,104.25,1.80119,0.640166,54.7746,56.2835,58.2532,57.5314,57.3023,56.4392,0.63637,0.043177,1.79556,1.33585,0.083283,0.685823,0.18815,2.65035,0.039839,0.494819,0.57323,0.57557,0.602173,0.648864,2.59913,2.48258,0.772586,1.60247,1.48583,0.45964,0.097029,0.299776,0.383173,0.421385,0.094784,0.083574,0.182674,0.045774,0.030986,0.074702,0.138976,0.639269,0.492906,0.393093,0.288454,0.471174,0
1115.52,103.352,104.25,103.873,1.55211,0.719563,55.0211,57.354,58.1229,56.5056,56.4392,57.4595,0.404848,0.106614,1.47465,1.31999,0.079012,0.696696,0.017905,2.91108,0.226233,0.57323,0.640259,0.618304,0.648864,0.640959,2.48258,2.19542,0.885181,1.80027,1.42105,0.514287,0.207521,0.274047,0.421385,0.54019,0.250242,0.182674,0.045774,0.030986,0.128727,0.094634,0.209748,0.492906,0.518496,0.288454,0.388339,0.498448,0
1119.85,103.494,103.873,104.553,1.81144,0.878845,54.7204,58.2532,56.6087,57.3023,57.4595,56.2915,0.591138,0.176354,1.74218,0.987362,0.163538,0.773547,0.026044,2.74899,0.224541,0.640259,0.454577,0.602173,0.640959,0.528674,2.19542,2.50672,0.512467,1.79775,1.28972,0.664088,0.178651,0.222775,0.54019,0.438314,0.287672,0.045774,0.030986,0.128727,0.062294,0.131285,0.262281,0.518496,0.702842,0.388339,0.376973,0.435549,0
1121.88,105.076,104.553,104.097,1.20159,0.644949,53.4383,58.1229,56.9494,56.4392,56.2915,56.1344,0.497349,0.159469,1.79792,0.957552,0.068753,0.937938,0.029707,2.95278,0.345261,0.454577,0.54435,0.648864,0.528674,0.438135,2.50672,2.20721,0.554746,1.85587,1.33831,0.633676,0.227829,0.359713,0.438314,0.492963,0.219341,0.030986,0.128727,0.062294,0.074702,0.072684,0.190096,0.702842,0.553904,0.376973,0.410332,0.519517,0
1125.81,105.98,104.097,106.473,1.55337,0.697572,54.7678,56.6087,56.2684,57.4595,56.1344,56.6545,0.448661,0.079651,1.60976,0.919863,0.102402,0.886209,0.059432,2.8775,0.217961,0.54435,0.375054,0.640959,0.438135,0.537327,2.20721,2.4968,0.832618,1.87462,1.38746,0.428743,0.260351,0.217219,0.492963,0.344032,0.135704,0.128727,0.062294,0.074702,0.094634,0.085698,0.192072,0.553904,0.48562,0.410332,0.317514,0.383132,0
1129.47,104.25,106.473,103.036,1.26516,1.09081,53.2478,56.9494,56.7551,56.2915,56.6545,54.2074,0.509125,0.282671,1.68584,0.889308,0.092636,0.702062,0.092987,2.85719,0.287133,0.375054,0.36589,0.528674,0.537327,0.711077,2.4968,2.37575,0.972912,1.66311,1.29,0.49206,0.118045,0.34297,0.344032,0.407508,0.141984,0.062294,0.074702,0.094634,0.131285,0.072393,0.204521,0.48562,0.46848,0.317514,0.299048,0.489049,0
1134.39,103.873,103.036,104.121,1.30258,0.911169,53.3699,56.2684,56.8743,56.1344,54.2074,54.0644,0.511773,0.089013,1.63164,0.929646,0.092562,0.787524,0.336823,2.86185,0.200402,0.36589,0.50194,0.438135,0.711077,0.696817,2.37575,2.18512,0.7629,1.80776,1.41508,0.519324,0.10809,0.210817,0.407508,0.384985,0.314939,0.074702,0.094634,0.131285,0.072684,0.083427,0.21583,0.46848,0.518502,0.299048,0.274042,0.474426,0
1136.82,104.553,104.121,106.546,1.6962,0.883853,55.096,56.7551,57.3329,56.6545,54.0644,54.6053,0.440722,0.184773,1.63188,0.725868,0.060129,0.930925,0.067574,2.69901,0.138462,0.50194,0.713716,0.537327,0.696817,0.519152,2.18512,2.47922,0.944471,1.86531,1.52586,0.476953,0.126719,0.288942,0.384985,0.416803,0.270202,0.094634,0.131285,0.072684,0.085698,0.192363,0.209474,0.518502,0.481775,0.274042,0.324555,0.461648,1
1140.29,104.097,106.546,102.932,1.35873,0.663493,56.5463,56.8743,57.8795,54.2074,54.6053,55.2886,0.570699,0.143158,1.42723,0.890595,0.083756,0.835751,0.068257,2.45631,0.219622,0.713716,0.502997,0.711077,0.519152,0.313362,2.47922,2.5153,0.829332,2.05571,1.47323,0.485164,0.154156,0.249999,0.416803,0.413787,0.260155,0.131285,0.072684,0.085698,0.072393,0.09465,0.230872,0.481775,0.475702,0.324555,0.348711,0.451269,1
1144.91,106.473,102.932,104.709,1.21466,0.60753,53.5004,57.3329,59.0313,54.0644,55.2886,53.6661,0.524175,0.095241,1.79338,0.75805,0.083268,0.836307,0.123894,2.9458,0.222693,0.502997,0.498689,0.696817,0.313362,0.509298,2.5153,2.3482,0.813315,1.72544,1.43685,0.57845,0.135416,0.25023,0.413787,0.385531,0.057188,0.072684,0.085698,0.072393,0.083427,0.116237,0.157316,0.475702,0.555894,0.348711,0.358642,0.322076,1
1147.11,103.036,104.709,105.869,1.16522,0.610674,55.2882,57.8795,57.1447,54.6053,53.6661,53.3578,0.411584,0.006388,1.67903,0.923479,0.178745,0.973063,0.154315,2.6992,0.206433,0.498689,0.448651,0.519152,0.509298,0.569451,2.3482,2.30468,0.693307,1.67026,1.59936,0.547547,0.172698,0.294426,0.385531,0.503489,0.254661,0.085698,0.072393,0.083427,0.192363,0.085907,0.114905,0.555894,0.552365,0.358642,0.345128,0.463132,1
1149.67,104.121,105.869,105.172,1.51429,0.922175,54.933,59.0313,57.1197,55.2886,53.3578,54.5872,0.594993,0.151496,1.61448,0.948131,0.148931,0.825022,0.163037,2.72689,0.219777,0.448651,0.587619,0.313362,0.569451,0.408901,2.30468,2.53888,0.688974,1.93212,1.88376,0.456053,0.21863,0.26766,0.503489,0.609081,0.150806,0.072393,0.083427,0.192363,0.09465,0.091113,0.179909,0.552365,0.387053,0.345128,0.20393,0.413111,1
1155.53,106.546,105.172,104.775,1.36297,0.543659,54.9818,57.1447,57.0394,53.6661,54.5872,52.4441,0.337644,0.156069,1.63204,1.02186,0.126076,0.752857,0.181572,2.64674,0.208326,0.587619,0.504898,0.509298,0.408901,0.713676,2.53888,2.22208,0.804168,1.82496,1.20252,0.423028,0.170202,0.417488,0.609081,0.419739,0.115781,0.083427,0.192363,0.09465,0.116237,0.195101,0.201364,0.387053,0.40713,0.20393,0.37694,0.353945,1
1156.24,102.932,104.775,105.316,1.21221,0.770907,54.4995,57.1197,59.1866,53.3578,52.4441,53.4752,0.481307,0.108288,1.3494,1.08887,0.152343,0.832775,0.183756,2.7494,0.330258,0.504898,0.379212,0.569451,0.713676,0.503023,2.22208,2.76609,0.735627,1.75603,1.54611,0.603112,0.164548,0.35575,0.419739,0.397819,0.107685,0.192363,0.09465,0.116237,0.085907,0.157104,0.221568,0.40713,0.440327,0.37694,0.295823,0.449517,1
1152.85,104.709,105.316,101.128,1.33121,0.533954,54.7193,57.0394,56.3704,54.5872,53.4752,52.1853,0.530308,0.036875,1.6347,0.949068,0.100806,0.846596,0.273298,2.72196,0.194445,0.379212,0.586274,0.408901,0.503023,0.472155,2.76609,2.58979,0.90595,1.75597,1.74991,0.436931,0.268238,0.345426,0.397819,0.454509,0.313851,0.09465,0.116237,0.085907,0.091113,0.138731,0.207178,0.440327,0.358485,0.295823,0.277358,0.329084,1
1149.59,105.869,101.128,103.406,1.35663,0.66997,54.1066,59.1866,56.3509,52.4441,52.1853,54.1763,0.322902,0.175225,1.47571,0.916596,0.099884,0.836997,0.065227,2.47824,0.348187,0.586274,0.522338,0.713676,0.472155,0.42271,2.58979,2.68895,0.769558,1.46898,1.49877,0.315939,0.11341,0.165449,0.454509,0.435457,0.27429,0.116237,0.085907,0.091113,0.195101,0.094903,0.153433,0.358485,0.421498,0.277358,0.272223,0.372358,1
1150.03,105.172,103.406,104.706,1.46809,0.818749,54.6175,56.3704,56.5638,53.4752,54.1763,51.7479,0.388463,0.092395,1.70186,0.924734,0.184272,0.865142,0.119788,2.53281,0.150009,0.522338,0.436123,0.503023,0.42271,0.249142,2.68895,2.31875,0.764058,1.47387,1.55494,0.444863,0.177419,0.322224,0.435457,0.486868,0.142911,0.085907,0.091113,0.195101,0.157104,0.088685,0.21858,0.421498,0.455447,0.272223,0.353417,0.366693,0
1149.15,104.775,104.706,102.372,1.29604,0.666114,52.863,56.3509,56.496,52.1853,51.7479,52.4435,0.396673,0.019964,1.56841,1.16217,0.07197,0.828843,0.083147,2.80465,0.244606,0.436123,0.558429,0.472155,0.249142,0.755923,2.31875,2.60488,0.576848,1.84754,1.45204,0.459349,0.31709,0.287932,0.486868,0.359813,0.228921,0.091113,0.195101,0.157104,0.138731,0.099883,0.194364,0.455447,0.602184,0.353417,0.364574,0.473516,0
1149.1,105.316,102.372,102.316,1.56027,0.635355,53.341,56.5638,57.2965,54.1763,52.4435,51.2766,0.405235,0.027721,1.50719,0.945735,0.01935,0.689941,0.19128,2.53368,0.223325,0.558429,0.580288,0.42271,0.755923,0.663687,2.60488,2.54798,0.653575,1.67047,1.43709,0.527579,0.195303,0.352884,0.359813,0.544631,0.224205,0.195101,0.157104,0.138731,0.094903,0.075158,0.183668,0.602184,0.592512,0.364574,0.362373,0.306768,0
1149.74,101.128,102.316,103.835,1.65853,1.04383,51.761,56.496,56.8771,51.7479,51.2766,51.1205,0.354671,0.11498,1.29597,0.732158,0.064495,0.911234,0.043969,2.95951,0.255516,0.580288,0.53795,0.249142,0.663687,0.657497,2.54798,1.90351,0.685645,1.747,1.39557,0.426817,0.170578,0.273512,0.544631,0.502796,0.183953,0.157104,0.138731,0.094903,0.088685,0.109498,0.203836,0.592512,0.399427,0.362373,0.317208,0.359218,0
1154.89,103.406,103.835,106.093,1.48692,0.717299,50.9849,57.2965,56.5155,52.4435,51.1205,50.9317,0.305178,0.051038,1.55885,1.08309,0.132952,0.81183,0.189931,2.48616,0.12534,0.53795,0.445942,0.755923,0.657497,0.784754,1.90351,2.25613,0.650184,1.73134,1.55762,0.44806,0.236892,0.355323,0.502796,0.480547,0.137503,0.138731,0.094903,0.088685,0.099883,0.143183,0.20944,0.399427,0.574697,0.317208,0.357679,0.505941,0
1155.05,104.706,106.093,104.435,1.52373,0.738147,53.158,56.8771,55.2648,51.2766,50.9317,50.569,0.485542,0.125501,1.40756,1.20519,0.177235,0.858367,0.191778,2.81189,0.291109,0.445942,0.47063,0.663687,0.784754,0.792641,2.25613,2.04408,0.740357,1.48026,1.74225,0.50721,0.294618,0.384351,0.480547,0.513912,0.249314,0.094903,0.088685,0.099883,0.075158,0.076648,0.190419,0.574697,0.513512,0.357679,0.307016,0.334171,0
1156.34,102.372,104.435,103.038,1.31912,0.945691,54.4689,56.5155,55.919,51.1205,50.569,50.6524,0.282482,0.150693,1.45505,0.728811,0.082262,0.752127,0.079488,2.48504,0.201194,0.47063,0.580899,0.657497,0.792641,0.471847,2.04408,2.14439,0.831683,1.91138,1.46073,0.503373,0.211932,0.419112,0.513912,0.520049,0.336008,0.088685,0.099883,0.075158,0.109498,0.105347,0.215905,0.513512,0.426935,0.307016,0.272173,0.469976,0
1158.63,102.316,103.038,102.439,1.26169,0.771738,54.1481,55.2648,57.0305,50.9317,50.6524,52.3744,0.249206,0.106364,1.34524,0.821421,0.11737,0.991856,0.161763,2.64722,0.161702,0.580899,0.571605,0.784754,0.471847,0.420858,2.14439,2.29115,0.647203,1.66617,1.35356,0.326854,0.234839,0.402546,0.520049,0.563197,0.144444,0.099883,0.075158,0.109498,0.143183,0.012725,0.244289,0.426935,0.370946,0.272173,0.330468,0.336722,0
1162.41,103.835,102.439,105.641,1.22459,0.640539,53.9608,55.919,55.8643,50.569,52.3744,51.2038,0.414023,0.031542,1.40627,0.8044,0.1355,0.985222,0.02338,2.73328,0.292862,0.571605,0.416579,0.792641,0.420858,0.520712,2.29115,2.16291,0.873916,1.61812,1.62362,0.405641,0.22592,0.246137,0.563197,0.539654,0.201649,0.075158,0.109498,0.143183,0.076648,0.095422,0.226781,0.370946,0.56179,0.330468,0.282592,0.504011,0
1166.62,106.093,105.641,103.048,0.661527,0.665077,55.2617,57.0305,58.175,50.6524,51.2038,53.4351,0.504173,0.054596,1.76214,1.18313,0.060024,0.868552,0.195962,2.9774,0.203013,0.416579,0.527937,0.471847,0.520712,0.483287,2.16291,2.00429,0.711089,2.06667,1.17922,0.557509,0.191165,0.301621,0.539654,0.322164,0.240584,0.109498,0.143183,0.076648,0.105347,0.112234,0.182677,0.56179,0.520473,0.282592,0.378906,0.429363,0
1171.19,104.435,103.048,104.585,1.58709,1.07321,53.671,55.8643,56.679,52.3744,53.4351,55.8559,0.553075,0.195285,1.08326,0.830961,0.082231,0.769118,0.167577,2.69467,0.21893,0.527937,0.480302,0.420858,0.483287,0.458337,2.00429,2.3589,0.860269,1.59074,1.37524,0.396183,0.226084,0.299738,0.322164,0.336099,0.16708,0.143183,0.076648,0.105347,0.012725,0.197583,0.218679,0.520473,0.579625,0.378906,0.303087,0.428801,0
1173.69,103.038,104.585,102.986,1.54749,0.717573,52.1674,58.175,57.5305,51.2038,55.8559,57.1013,0.511467,0.143918,1.55395,0.808018,0.128031,0.967833,0.037312,2.82605,0.17318,0.480302,0.628694,0.520712,0.458337,0.449801,2.3589,2.42951,0.707528,1.80603,1.65763,0.478377,0.191252,0.254269,0.336099,0.532972,0.094861,0.076648,0.105347,0.012725,0.095422,0.097209,0.197104,0.579625,0.467379,0.303087,0.274008,0.382324,0
1172.98,102.439,102.986,102.431,1.6171,0.847733,52.5682,56.679,57.1072,53.4351,57.1013,58.2567,0.516796,0.039035,1.51998,1.06441,0.104065,0.97763,0.057006,2.81839,0.193907,0.628694,0.492875,0.483287,0.449801,0.506604,2.42951,2.1541,0.821553,1.77197,1.48506,0.481204,0.115632,0.363168,0.532972,0.431205,0.228029,0.105347,0.012725,0.095422,0.112234,0.077279,0.276553,0.467379,0.546322,0.274008,0.341239,0.431862,0
1171.68,105.641,102.431,106.618,1.1903,0.666564,52.3619,57.5305,58.0224,55.8559,58.2567,58.0201,0.452094,0.157592,1.46412,0.681255,0.168071,0.742535,0.111821,2.78321,0.284208,0.492875,0.558179,0.458337,0.506604,0.486083,2.1541,2.65173,0.702982,1.79736,1.3611,0.508156,0.117936,0.37194,0.431205,0.432558,0.11858,0.012725,0.095422,0.112234,0.197583,0.099185,0.285744,0.546322,0.430953,0.341239,0.352223,0.3761,0
1172.27,103.048,106.618,104.087,1.43904,0.754283,52.8672,57.1072,56.9591,57.1013,58.0201,59.0114,0.334068,0.026447,1.04562,0.906917,0.094631,0.921223,0.219763,2.72282,0.294178,0.558179,0.474898,0.449801,0.486083,0.623646,2.65173,2.47792,0.690346,1.89099,1.82786,0.481133,0.141626,0.360139,0.432558,0.59843,0.14887,0.095422,0.112234,0.197583,0.097209,0.109159,0.211744,0.430953,0.469542,0.352223,0.289207,0.519476,0
1172.44,104.585,104.087,102.789,1.66894,0.608193,54.2495,58.0224,58.4828,58.2567,59.0114,59.2986,0.424865,0.078836,1.51478,1.37791,0.037716,1.03912,0.132005,2.67359,0.391897,0.474898,0.434008,0.506604,0.623646,0.797903,2.47792,1.91071,0.784292,1.65443,1.67539,0.568744,0.15337,0.144019,0.59843,0.359256,0.197647,0.112234,0.197583,0.097209,0.077279,0.173829,0.196101,0.469542,0.501874,0.289207,0.341552,0.476497,0
